"BIN"	"name"
"150140004818"	"Товарищество с ограниченной ответственностью ""Алтын Гермес"""
"740902450129"	"ИП Лемешева Юлия Александровна"
"601020350350"	""
"620227400268"	""
"910720351287"	""
""	"Товарищество с ограниченной ответственностью ""АКВС  РУСЛАН"""
"071240001753"	"Товарищество с ограниченной ответственностью ""MESM"""
"130340019374"	"Товарищество с ограниченной ответственностью ""Щебкап"""
"080240003322"	"Товарищество с ограниченной ответственностью ""КанКомСервис"""
""	"Товарищество с ограниченной ответственностью ""Аршалы Инерт-Сервиc"""
""	"Товарищество с ограниченной ответственностью ""Аршалы СтройСервис"""
""	"Товарищество с ограниченной ответственностью ""Достык 2030"""
""	"Товарищество с ограниченной ответственностью ""ДСК-ХХ1 KZ"""
"100340014427"	"Товарищество с ограниченной ответственностью ""Компания Оазис-2006"""
"100240015005"	"Товарищество с ограниченной ответственностью ""АстанаСтройсервис-2010"""
