INFO 	 2018-04-03 12:29:45,109 	 stat_list 	 files/lie_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-09 08:37:20,607 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-25 16:08:35,499 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-25 16:09:01,790 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-25 16:14:43,545 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-29 21:58:25,502 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-29 23:34:20,978 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-30 21:55:08,968 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-04-30 22:07:29,393 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-03 23:05:44,423 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-03 23:21:08,279 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-03 23:32:07,348 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-03 23:51:47,670 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-05 18:32:54,610 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-05 18:43:43,330 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-05 18:48:11,138 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-05 18:55:38,223 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-05 19:16:35,597 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-05 19:24:14,628 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-06 11:03:46,280 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-08 16:36:18,921 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
INFO 	 2018-05-08 16:42:36,102 	 stat_list 	 files/bad_entity.csv was copied to interprises_parsers/tmp/ folder
